date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:24:35	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Tue,%2030%20May%202023%2021:24:35%20GMT	https://www.pornweek.nz/%22https://assets.website-files.com/61af03ac30e53bb54ccb7095/636202f66b1c4fd08c63e992_Story%2012%20Dark-poster-00001.jpg%22	C:/My%20Web%20Sites/pw/www.pornweek.nz/_https_/assets.website-files.com/61af03ac30e53bb54ccb7095/636202f66b1c4fd08c63e992_Story%2012%20Dark-poster-00001.22.delayed	(from https://www.pornweek.nz/)
14:24:35	183132/183132	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20May%202023%2021:24:35%20GMT	https://www.intheknow.co.nz/feeling-uncomfortable/	C:/My%20Web%20Sites/pw/www.intheknow.co.nz/feeling-uncomfortable/index.html	(from https://www.pornweek.nz/)
14:24:36	206291/206291	---M--	200	added ('OK')	video/mp4	etag:%2231ec050ac5b02fb46d04ca9a95a6f30f%22	https://assets.website-files.com/61af03ac30e53bb54ccb7095/636202f66b1c4fd08c63e992_Story%2012%20Dark-transcode.mp4	C:/My%20Web%20Sites/pw/assets.website-files.com/61af03ac30e53bb54ccb7095/636202f66b1c4fd08c63e992_Story%2012%20Dark-transcode.mp4	(from https://www.pornweek.nz/)
14:24:36	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Tue,%2030%20May%202023%2021:24:36%20GMT	https://www.pornweek.nz/%22https://assets.website-files.com/61af03ac30e53bb54ccb7095/636203c2fd151138ee2ce75c_Story%204%20Dark-poster-00001.jpg%22	C:/My%20Web%20Sites/pw/www.pornweek.nz/_https_/assets.website-files.com/61af03ac30e53bb54ccb7095/636203c2fd151138ee2ce75c_Story%204%20Dark-poster-00001.25.delayed	(from https://www.pornweek.nz/)
14:24:36	224584/224584	---M--	200	added ('OK')	video/mp4	etag:%22249da57277e0c7de9e98ca38846e2b4c%22	https://assets.website-files.com/61af03ac30e53bb54ccb7095/636203c2fd151138ee2ce75c_Story%204%20Dark-transcode.mp4	C:/My%20Web%20Sites/pw/assets.website-files.com/61af03ac30e53bb54ccb7095/636203c2fd151138ee2ce75c_Story%204%20Dark-transcode.mp4	(from https://www.pornweek.nz/)
14:24:36	403560/403560	---M--	200	added ('OK')	video/webm	etag:%225cdd64d417694ff3906170f5043e0051%22	https://assets.website-files.com/61af03ac30e53bb54ccb7095/636202f66b1c4fd08c63e992_Story%2012%20Dark-transcode.webm	C:/My%20Web%20Sites/pw/assets.website-files.com/61af03ac30e53bb54ccb7095/636202f66b1c4fd08c63e992_Story%2012%20Dark-transcode.webm	(from https://www.pornweek.nz/)
14:24:37	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Tue,%2030%20May%202023%2021:24:37%20GMT	https://www.pornweek.nz/%22https://assets.website-files.com/61af03ac30e53bb54ccb7095/63616abcbd16952218901c13_Story%207-poster-00001.jpg%22	C:/My%20Web%20Sites/pw/www.pornweek.nz/_https_/assets.website-files.com/61af03ac30e53bb54ccb7095/63616abcbd16952218901c13_Story%207-poster-00001.jpg_	(from https://www.pornweek.nz/)
14:24:37	479859/479859	---M--	200	added ('OK')	video/webm	etag:%22d1b8715495c5c0be13ff3cd21f1d36e1%22	https://assets.website-files.com/61af03ac30e53bb54ccb7095/636203c2fd151138ee2ce75c_Story%204%20Dark-transcode.webm	C:/My%20Web%20Sites/pw/assets.website-files.com/61af03ac30e53bb54ccb7095/636203c2fd151138ee2ce75c_Story%204%20Dark-transcode.webm	(from https://www.pornweek.nz/)
14:24:38	137764/137764	---M--	200	added ('OK')	video/mp4	etag:%22dee43aa584a230ad1951e76040c83a56%22	https://assets.website-files.com/61af03ac30e53bb54ccb7095/63616abcbd16952218901c13_Story%207-transcode.mp4	C:/My%20Web%20Sites/pw/assets.website-files.com/61af03ac30e53bb54ccb7095/63616abcbd16952218901c13_Story%207-transcode.mp4	(from https://www.pornweek.nz/)
14:24:38	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Tue,%2030%20May%202023%2021:24:38%20GMT	https://www.pornweek.nz/%22https://assets.website-files.com/61af03ac30e53bb54ccb7095/63620646d55b3e1fc6222e9d_Story%2020-poster-00001.jpg%22	C:/My%20Web%20Sites/pw/www.pornweek.nz/_https_/assets.website-files.com/61af03ac30e53bb54ccb7095/63620646d55b3e1fc6222e9d_Story%2020-poster-00001.jpg_	(from https://www.pornweek.nz/)
14:24:38	286066/286066	---M--	200	added ('OK')	video/webm	etag:%221a4ca05145e165f1c44ec6c29f93b92b%22	https://assets.website-files.com/61af03ac30e53bb54ccb7095/63616abcbd16952218901c13_Story%207-transcode.webm	C:/My%20Web%20Sites/pw/assets.website-files.com/61af03ac30e53bb54ccb7095/63616abcbd16952218901c13_Story%207-transcode.webm	(from https://www.pornweek.nz/)
14:24:39	511852/511852	---M--	200	added ('OK')	video/mp4	etag:%22b25f09dc742c11ebd1539753837c5127%22	https://assets.website-files.com/61af03ac30e53bb54ccb7095/63620646d55b3e1fc6222e9d_Story%2020-transcode.mp4	C:/My%20Web%20Sites/pw/assets.website-files.com/61af03ac30e53bb54ccb7095/63620646d55b3e1fc6222e9d_Story%2020-transcode.mp4	(from https://www.pornweek.nz/)
14:24:39	272/272	---M--	200	added ('OK')	image/svg+xml	etag:%22cd2a57a1d9e740c84544b35fb38a4733%22	https://assets.website-files.com/61af03ac30e53bb54ccb7095/6351810bd6e05823d55b9810_arrow.svg	C:/My%20Web%20Sites/pw/assets.website-files.com/61af03ac30e53bb54ccb7095/6351810bd6e05823d55b9810_arrow.svg	(from https://www.pornweek.nz/)
